home_team,away_team,home_score,away_score,both_teams_scored
Chelsea,Wolverhampton,0,1,False
Nottingham,West Ham,3,0,False
Brentford,Everton,0,1,False
Liverpool,Newcastle,2,1,True
Tottenham,Brighton,2,0,False
Brighton,Chelsea,1,1,True
Fulham,Crystal Palace,1,0,False
West Ham,London Ágyúk,0,4,False
Newcastle,Everton,2,2,True
Liverpool,Aston Oroszlán,2,0,False
Vörös Ördögök,Tottenham,1,1,True
Manchester Kék,Brentford,2,0,False
Wolverhampton,Nottingham,1,1,True
Brentford,West Ham,2,0,False
Tottenham,Fulham,3,2,True
Nottingham,Brighton,0,1,False
Aston Oroszlán,Newcastle,0,0,False
Everton,Manchester Kék,2,0,False
Chelsea,Vörös Ördögök,2,0,False
Crystal Palace,Liverpool,0,3,False
London Ágyúk,Wolverhampton,3,0,False
West Ham,Everton,0,4,False
Aston Oroszlán,Crystal Palace,0,2,False
Liverpool,Tottenham,3,0,False
Brighton,London Ágyúk,2,4,True
Wolverhampton,Brentford,1,1,True
Vörös Ördögök,Nottingham,1,0,False
Newcastle,Manchester Kék,1,1,True
Fulham,Chelsea,3,0,False
Brentford,Brighton,1,1,True
London Ágyúk,Vörös Ördögök,4,0,False
Everton,Wolverhampton,2,1,True
Crystal Palace,Newcastle,1,1,True
Chelsea,Liverpool,1,2,True
Tottenham,Aston Oroszlán,1,0,False
Manchester Kék,West Ham,4,1,True
Nottingham,Fulham,2,0,False
Wolverhampton,Manchester Kék,1,3,True
Brighton,Everton,0,3,False
Crystal Palace,Tottenham,1,2,True
Liverpool,Nottingham,3,0,False
Fulham,London Ágyúk,1,3,True
Newcastle,West Ham,1,0,False
Aston Oroszlán,Chelsea,0,0,False
Vörös Ördögök,Brentford,0,2,False
Nottingham,Aston Oroszlán,1,1,True
Brentford,Fulham,3,1,True
Chelsea,Crystal Palace,2,1,True
Tottenham,Newcastle,0,1,False
West Ham,Wolverhampton,0,0,False
London Ágyúk,Liverpool,0,0,False
Manchester Kék,Brighton,3,2,True
Everton,Vörös Ördögök,2,1,True
Newcastle,Wolverhampton,1,1,True
Fulham,Everton,0,1,False
Vörös Ördögök,Manchester Kék,1,2,True
Tottenham,Chelsea,3,2,True
Crystal Palace,Nottingham,0,0,False
Liverpool,Brentford,1,1,True
Brighton,West Ham,0,0,False
Aston Oroszlán,London Ágyúk,1,3,True
Chelsea,Newcastle,1,1,True
London Ágyúk,Crystal Palace,1,2,True
West Ham,Vörös Ördögök,0,2,False
Wolverhampton,Brighton,2,3,True
Brentford,Aston Oroszlán,3,0,False
Nottingham,Tottenham,2,0,False
Everton,Liverpool,1,1,True
Manchester Kék,Fulham,1,0,False
Vörös Ördögök,Wolverhampton,2,0,False
Tottenham,London Ágyúk,1,2,True
Newcastle,Brighton,2,1,True
Fulham,West Ham,3,1,True
Aston Oroszlán,Everton,1,1,True
Chelsea,Nottingham,1,0,False
Liverpool,Manchester Kék,2,1,True
Crystal Palace,Brentford,0,1,False
London Ágyúk,Chelsea,0,2,False
Brentford,Tottenham,0,0,False
Nottingham,Newcastle,3,0,False
Everton,Crystal Palace,0,0,False
Wolverhampton,Fulham,0,0,False
Manchester Kék,Aston Oroszlán,0,0,False
Brighton,Vörös Ördögök,3,0,False
West Ham,Liverpool,0,2,False
Aston Oroszlán,West Ham,1,2,True
Fulham,Brighton,0,3,False
Liverpool,Wolverhampton,3,2,True
Nottingham,London Ágyúk,1,1,True
Crystal Palace,Manchester Kék,0,1,False
Newcastle,Vörös Ördögök,1,3,True
Chelsea,Brentford,1,0,False
Tottenham,Everton,0,2,False
West Ham,Crystal Palace,1,1,True
London Ágyúk,Newcastle,2,1,True
Brentford,Nottingham,1,0,False
Vörös Ördögök,Fulham,2,0,False
Everton,Chelsea,2,1,True
Brighton,Liverpool,0,2,False
Manchester Kék,Tottenham,0,1,False
Wolverhampton,Aston Oroszlán,2,0,False
Nottingham,Everton,1,0,False
Newcastle,Fulham,0,2,False
Tottenham,West Ham,1,1,True
Aston Oroszlán,Brighton,3,0,False
London Ágyúk,Brentford,3,1,True
Liverpool,Vörös Ördögök,0,1,False
Crystal Palace,Wolverhampton,2,0,False
Chelsea,Manchester Kék,3,1,True
Vörös Ördögök,Aston Oroszlán,4,0,False
West Ham,Chelsea,1,3,True
Wolverhampton,Tottenham,1,2,True
Manchester Kék,Nottingham,2,1,True
Fulham,Liverpool,1,1,True
Brentford,Newcastle,0,1,False
Everton,London Ágyúk,2,1,True
Brighton,Crystal Palace,2,1,True
Vörös Ördögök,Tottenham,1,2,True
Aston Oroszlán,Brighton,0,0,False
Chelsea,Liverpool,1,4,True
Wolverhampton,Brentford,1,0,False
Manchester Kék,Everton,2,3,True
Newcastle,West Ham,2,1,True
London Ágyúk,Crystal Palace,1,0,False
Fulham,Nottingham,2,0,False
Brentford,Fulham,3,0,False
Liverpool,Vörös Ördögök,2,0,False
Brighton,Manchester Kék,1,4,True
Newcastle,London Ágyúk,0,1,False
Tottenham,Crystal Palace,4,1,True
Nottingham,Chelsea,1,3,True
West Ham,Aston Oroszlán,2,1,True
Everton,Wolverhampton,2,1,True
Manchester Kék,West Ham,3,0,False
Vörös Ördögök,Nottingham,4,2,True
Fulham,Everton,3,0,False
London Ágyúk,Tottenham,2,1,True
Aston Oroszlán,Newcastle,2,0,False
Chelsea,Brentford,3,1,True
Crystal Palace,Liverpool,1,1,True
Wolverhampton,Brighton,3,3,True
Newcastle,Manchester Kék,2,2,True
Liverpool,Tottenham,1,0,False
Nottingham,Crystal Palace,0,1,False
Brighton,Fulham,1,1,True
West Ham,Wolverhampton,4,2,True
Everton,Chelsea,2,0,False
Aston Oroszlán,London Ágyúk,5,0,False
Brentford,Vörös Ördögök,0,2,False
Fulham,West Ham,1,0,False
Chelsea,Brighton,2,0,False
Wolverhampton,Newcastle,0,2,False
London Ágyúk,Liverpool,3,0,False
Crystal Palace,Brentford,1,1,True
Tottenham,Nottingham,1,1,True
Manchester Kék,Aston Oroszlán,2,2,True
Vörös Ördögök,Everton,3,0,False
Aston Oroszlán,Wolverhampton,0,0,False
Newcastle,Fulham,2,0,False
Nottingham,Liverpool,1,4,True
Everton,Crystal Palace,0,0,False
Brighton,Vörös Ördögök,0,3,False
Manchester Kék,London Ágyúk,0,0,False
Brentford,Tottenham,2,1,True
West Ham,Chelsea,0,3,False
Tottenham,Everton,1,0,False
Vörös Ördögök,West Ham,0,0,False
Liverpool,Brentford,3,0,False
London Ágyúk,Nottingham,0,1,False
Wolverhampton,Manchester Kék,2,2,True
Crystal Palace,Brighton,2,1,True
Fulham,Aston Oroszlán,3,1,True
Chelsea,Newcastle,4,1,True
Wolverhampton,London Ágyúk,1,1,True
Newcastle,Vörös Ördögök,0,1,False
Aston Oroszlán,Chelsea,1,3,True
Brentford,Nottingham,0,0,False
Everton,Liverpool,1,0,False
West Ham,Crystal Palace,2,1,True
Manchester Kék,Fulham,1,1,True
Brighton,Tottenham,0,1,False
London Ágyúk,Brentford,1,0,False
Liverpool,Brighton,3,0,False
Chelsea,Manchester Kék,4,0,False
Fulham,Wolverhampton,2,1,True
Tottenham,West Ham,2,0,False
Nottingham,Everton,1,1,True
Crystal Palace,Newcastle,3,0,False
Vörös Ördögök,Aston Oroszlán,3,1,True
Wolverhampton,Chelsea,2,3,True
Brighton,Nottingham,1,0,False
Fulham,London Ágyúk,0,0,False
Manchester Kék,Vörös Ördögök,3,1,True
Newcastle,Tottenham,2,0,False
Everton,Brentford,1,1,True
Aston Oroszlán,Crystal Palace,2,2,True
West Ham,Liverpool,0,1,False
Brentford,Brighton,0,0,False
Nottingham,West Ham,2,3,True
London Ágyúk,Everton,1,1,True
Liverpool,Newcastle,2,0,False
Vörös Ördögök,Wolverhampton,0,0,False
Tottenham,Aston Oroszlán,2,1,True
Chelsea,Fulham,1,1,True
Crystal Palace,Manchester Kék,1,2,True
Manchester Kék,Tottenham,1,0,False
Fulham,Vörös Ördögök,4,2,True
Wolverhampton,Crystal Palace,3,1,True
Brighton,Everton,0,2,False
Aston Oroszlán,Liverpool,0,1,False
Chelsea,London Ágyúk,1,0,False
West Ham,Brentford,2,0,False
Newcastle,Nottingham,3,1,True
Liverpool,Manchester Kék,1,1,True
London Ágyúk,Brighton,2,0,False
Everton,West Ham,3,1,True
Vörös Ördögök,Chelsea,2,2,True
Brentford,Newcastle,3,2,True
Crystal Palace,Fulham,0,0,False
Nottingham,Aston Oroszlán,2,1,True
Tottenham,Wolverhampton,2,0,False
Newcastle,Everton,1,2,True
Vörös Ördögök,London Ágyúk,2,0,False
Manchester Kék,Nottingham,1,0,False
Fulham,Tottenham,2,0,False
West Ham,Brighton,2,0,False
Chelsea,Crystal Palace,1,0,False
Wolverhampton,Liverpool,1,1,True
Aston Oroszlán,Brentford,0,0,False
Tottenham,Chelsea,2,1,True
Brentford,Manchester Kék,2,0,False
Nottingham,Wolverhampton,1,2,True
Everton,Aston Oroszlán,3,0,False
Crystal Palace,Vörös Ördögök,1,3,True
London Ágyúk,West Ham,1,0,False
Brighton,Newcastle,1,2,True
Liverpool,Fulham,5,1,True
Tottenham,Vörös Ördögök,0,1,False
Brighton,Aston Oroszlán,0,0,False
Liverpool,Chelsea,1,4,True
Brentford,Wolverhampton,4,2,True
Everton,Manchester Kék,0,1,False
West Ham,Newcastle,1,1,True
Crystal Palace,London Ágyúk,1,1,True
Nottingham,Fulham,0,1,False
Fulham,Brentford,1,3,True
Vörös Ördögök,Liverpool,1,0,False
Manchester Kék,Brighton,4,0,False
London Ágyúk,Newcastle,1,1,True
Crystal Palace,Tottenham,2,0,False
Chelsea,Nottingham,1,1,True
Aston Oroszlán,West Ham,2,0,False
Wolverhampton,Everton,2,1,True
West Ham,Manchester Kék,0,6,False
Nottingham,Vörös Ördögök,1,4,True
Everton,Fulham,5,1,True
Tottenham,London Ágyúk,0,0,False
Newcastle,Aston Oroszlán,4,0,False
Brentford,Chelsea,1,1,True
Liverpool,Crystal Palace,2,0,False
Brighton,Wolverhampton,1,1,True
Manchester Kék,Newcastle,4,2,True
Tottenham,Liverpool,3,4,True
Crystal Palace,Nottingham,1,2,True
Fulham,Brighton,1,2,True
Wolverhampton,West Ham,4,1,True
Chelsea,Everton,0,1,False
London Ágyúk,Aston Oroszlán,2,2,True
Vörös Ördögök,Brentford,2,1,True
West Ham,Fulham,1,4,True
Brighton,Chelsea,1,0,False
Newcastle,Wolverhampton,1,0,False
Liverpool,London Ágyúk,0,1,False
Brentford,Crystal Palace,0,0,False
Nottingham,Tottenham,0,2,False
Aston Oroszlán,Manchester Kék,1,1,True
Everton,Vörös Ördögök,0,1,False
Wolverhampton,Aston Oroszlán,2,2,True
Fulham,Newcastle,0,4,False
Liverpool,Nottingham,3,0,False
Crystal Palace,Everton,1,2,True
Vörös Ördögök,Brighton,2,1,True
London Ágyúk,Manchester Kék,2,3,True
Tottenham,Brentford,3,1,True
Chelsea,West Ham,1,1,True
Everton,Tottenham,0,1,False
West Ham,Vörös Ördögök,1,2,True
Brentford,Liverpool,1,2,True
Nottingham,London Ágyúk,0,2,False
Manchester Kék,Wolverhampton,6,0,False
Brighton,Crystal Palace,0,2,False
Aston Oroszlán,Fulham,1,2,True
Newcastle,Chelsea,2,1,True
London Ágyúk,Wolverhampton,3,2,True
Vörös Ördögök,Newcastle,4,2,True
Chelsea,Aston Oroszlán,2,0,False
Nottingham,Brentford,0,0,False
Liverpool,Everton,3,1,True
Crystal Palace,West Ham,0,1,False
Fulham,Manchester Kék,1,1,True
Tottenham,Brighton,5,0,False
Brentford,London Ágyúk,0,0,False
Brighton,Liverpool,0,1,False
Manchester Kék,Chelsea,2,3,True
Wolverhampton,Fulham,1,3,True
West Ham,Tottenham,0,3,False
Everton,Nottingham,0,0,False
Newcastle,Crystal Palace,2,1,True
Aston Oroszlán,Vörös Ördögök,0,2,False
Chelsea,Wolverhampton,2,0,False
Nottingham,Brighton,1,1,True
London Ágyúk,Fulham,1,1,True
Vörös Ördögök,Manchester Kék,2,4,True
Tottenham,Newcastle,3,1,True
Brentford,Everton,0,1,False
Crystal Palace,Aston Oroszlán,1,0,False
Liverpool,West Ham,4,2,True
Brighton,Brentford,1,1,True
West Ham,Nottingham,2,1,True
Everton,London Ágyúk,4,3,True
Newcastle,Liverpool,0,1,False
Wolverhampton,Vörös Ördögök,1,3,True
Aston Oroszlán,Tottenham,0,1,False
Fulham,Chelsea,1,2,True
Manchester Kék,Crystal Palace,0,0,False
Tottenham,Manchester Kék,4,3,True
Vörös Ördögök,Fulham,3,0,False
Crystal Palace,Wolverhampton,1,3,True
Everton,Brighton,3,1,True
Liverpool,Aston Oroszlán,1,1,True
London Ágyúk,Chelsea,2,1,True
Brentford,West Ham,1,0,False
Nottingham,Newcastle,1,0,False
Manchester Kék,Liverpool,2,1,True
Brighton,London Ágyúk,1,1,True
West Ham,Everton,1,1,True
Chelsea,Vörös Ördögök,3,2,True
Newcastle,Brentford,3,0,False
Fulham,Crystal Palace,0,0,False
Aston Oroszlán,Nottingham,0,2,False
Wolverhampton,Tottenham,0,1,False
Everton,Newcastle,2,1,True
London Ágyúk,Vörös Ördögök,1,2,True
Nottingham,Manchester Kék,2,0,False
Tottenham,Fulham,2,2,True
Brighton,West Ham,1,1,True
Crystal Palace,Chelsea,0,2,False
Liverpool,Wolverhampton,1,0,False
Brentford,Aston Oroszlán,1,1,True
Chelsea,Tottenham,0,2,False
Manchester Kék,Brentford,1,3,True
Wolverhampton,Nottingham,2,0,False
Aston Oroszlán,Everton,0,1,False
Vörös Ördögök,Crystal Palace,3,0,False
West Ham,London Ágyúk,1,3,True
Newcastle,Brighton,2,1,True
Fulham,Liverpool,0,1,False
Manchester Kék,Everton,1,2,True
Nottingham,West Ham,0,1,False
Brighton,Crystal Palace,4,1,True
Tottenham,Fulham,5,1,True
Chelsea,London Ágyúk,2,2,True
Newcastle,Liverpool,0,3,False
Aston Oroszlán,Wolverhampton,1,0,False
Vörös Ördögök,Brentford,2,0,False
Fulham,Vörös Ördögök,3,3,True
Crystal Palace,Manchester Kék,0,0,False
West Ham,Chelsea,0,4,False
Newcastle,Aston Oroszlán,4,2,True
Everton,Wolverhampton,1,0,False
Brentford,Brighton,1,0,False
Liverpool,Nottingham,4,0,False
London Ágyúk,Tottenham,2,1,True
Chelsea,Liverpool,2,0,False
Manchester Kék,Brentford,3,0,False
Vörös Ördögök,London Ágyúk,4,1,True
Aston Oroszlán,Everton,0,1,False
Nottingham,Newcastle,0,1,False
Brighton,Fulham,1,3,True
Wolverhampton,Crystal Palace,1,0,False
Tottenham,West Ham,5,1,True
Newcastle,Chelsea,2,1,True
Crystal Palace,Everton,2,2,True
Brentford,Wolverhampton,3,0,False
West Ham,Vörös Ördögök,0,1,False
Liverpool,Tottenham,1,3,True
London Ágyúk,Brighton,0,0,False
Nottingham,Aston Oroszlán,2,0,False
Fulham,Manchester Kék,1,3,True
Vörös Ördögök,Liverpool,2,2,True
Brighton,West Ham,2,3,True
Tottenham,Newcastle,2,1,True
Aston Oroszlán,Crystal Palace,0,2,False
Wolverhampton,Fulham,1,1,True
Everton,Brentford,0,0,False
Chelsea,Nottingham,2,0,False
Manchester Kék,London Ágyúk,4,0,False
Nottingham,Tottenham,0,2,False
Newcastle,Vörös Ördögök,0,6,False
Brentford,Crystal Palace,0,1,False
London Ágyúk,Wolverhampton,4,2,True
West Ham,Manchester Kék,1,0,False
Chelsea,Aston Oroszlán,2,0,False
Fulham,Everton,2,2,True
Liverpool,Brighton,4,0,False
Everton,London Ágyúk,1,1,True
Manchester Kék,Liverpool,4,2,True
Crystal Palace,Fulham,0,1,False
Aston Oroszlán,Brentford,0,2,False
Tottenham,Chelsea,0,2,False
Wolverhampton,West Ham,2,0,False
Vörös Ördögök,Nottingham,4,2,True
Brighton,Newcastle,1,1,True
Tottenham,Aston Oroszlán,2,1,True
Newcastle,Manchester Kék,2,0,False
Nottingham,Brighton,0,1,False
Fulham,Brentford,0,0,False
London Ágyúk,Crystal Palace,2,0,False
Liverpool,Wolverhampton,3,0,False
Chelsea,Vörös Ördögök,2,1,True
West Ham,Everton,2,0,False
Aston Oroszlán,Fulham,0,0,False
Crystal Palace,West Ham,1,2,True
Brighton,Chelsea,1,1,True
Vörös Ördögök,Tottenham,3,1,True
Everton,Liverpool,1,2,True
Brentford,London Ágyúk,0,1,False
Wolverhampton,Newcastle,2,1,True
Manchester Kék,Nottingham,1,1,True
Tottenham,Brighton,2,2,True
West Ham,Brentford,2,0,False
Vörös Ördögök,Aston Oroszlán,2,2,True
Chelsea,Manchester Kék,2,0,False
Newcastle,Everton,2,2,True
London Ágyúk,Fulham,2,2,True
Nottingham,Wolverhampton,0,0,False
Liverpool,Crystal Palace,1,0,False
Fulham,West Ham,1,1,True
Brentford,Liverpool,2,1,True
Aston Oroszlán,London Ágyúk,0,1,False
Crystal Palace,Newcastle,0,1,False
Manchester Kék,Tottenham,2,3,True
Everton,Nottingham,2,4,True
Brighton,Vörös Ördögök,4,1,True
Wolverhampton,Chelsea,0,6,False
Chelsea,Everton,2,2,True
Vörös Ördögök,Manchester Kék,1,1,True
Tottenham,Wolverhampton,0,1,False
West Ham,London Ágyúk,2,2,True
Nottingham,Crystal Palace,2,2,True
Brighton,Aston Oroszlán,1,2,True
Liverpool,Fulham,2,0,False
Newcastle,Brentford,1,1,True
Crystal Palace,Chelsea,2,1,True
Aston Oroszlán,West Ham,1,2,True
London Ágyúk,Liverpool,0,0,False
Manchester Kék,Brighton,3,0,False
Fulham,Newcastle,0,1,False
Wolverhampton,Vörös Ördögök,2,4,True
Brentford,Nottingham,1,0,False
Everton,Tottenham,2,1,True
Newcastle,London Ágyúk,1,2,True
Manchester Kék,Aston Oroszlán,1,0,False
Chelsea,Brentford,1,0,False
Vörös Ördögök,Everton,1,0,False
Liverpool,West Ham,3,0,False
Brighton,Wolverhampton,1,3,True
Tottenham,Crystal Palace,1,1,True
Nottingham,Fulham,0,1,False
Everton,Brighton,3,0,False
Fulham,Chelsea,1,1,True
Brentford,Tottenham,1,1,True
London Ágyúk,Nottingham,1,2,True
Wolverhampton,Manchester Kék,1,1,True
Aston Oroszlán,Liverpool,0,1,False
West Ham,Newcastle,1,0,False
Crystal Palace,Vörös Ördögök,1,4,True
Everton,Manchester Kék,3,1,True
West Ham,Nottingham,3,1,True
Crystal Palace,Brighton,0,1,False
Fulham,Tottenham,1,1,True
London Ágyúk,Chelsea,3,1,True
Liverpool,Newcastle,1,0,False
Wolverhampton,Aston Oroszlán,0,0,False
Brentford,Vörös Ördögök,1,0,False
Vörös Ördögök,Fulham,2,1,True
Manchester Kék,Crystal Palace,1,0,False
Chelsea,West Ham,4,1,True
Aston Oroszlán,Newcastle,0,2,False
Wolverhampton,Everton,4,0,False
Brighton,Brentford,2,0,False
Nottingham,Liverpool,0,0,False
Tottenham,London Ágyúk,3,3,True
Liverpool,Chelsea,1,0,False
Brentford,Manchester Kék,1,1,True
London Ágyúk,Vörös Ördögök,0,3,False
Everton,Aston Oroszlán,5,0,False
Newcastle,Nottingham,1,2,True
Fulham,Brighton,2,0,False
Crystal Palace,Wolverhampton,1,1,True
West Ham,Tottenham,0,0,False
Chelsea,Newcastle,2,0,False
Everton,Crystal Palace,0,1,False
Wolverhampton,Brentford,1,4,True
Vörös Ördögök,West Ham,2,0,False
Tottenham,Liverpool,2,1,True
Brighton,London Ágyúk,0,2,False
Aston Oroszlán,Nottingham,0,1,False
Manchester Kék,Fulham,2,1,True
Liverpool,Vörös Ördögök,1,1,True
West Ham,Brighton,0,0,False
Newcastle,Tottenham,0,1,False
Crystal Palace,Aston Oroszlán,1,1,True
Fulham,Wolverhampton,2,1,True
Brentford,Everton,2,4,True
Nottingham,Chelsea,1,1,True
London Ágyúk,Manchester Kék,2,0,False
Tottenham,Nottingham,1,1,True
Vörös Ördögök,Newcastle,3,2,True
Crystal Palace,Brentford,2,1,True
Wolverhampton,London Ágyúk,0,2,False
Manchester Kék,West Ham,2,0,False
Aston Oroszlán,Chelsea,0,2,False
Everton,Fulham,2,1,True
Brighton,Liverpool,2,4,True
London Ágyúk,Everton,1,0,False
Liverpool,Manchester Kék,3,3,True
Fulham,Crystal Palace,1,0,False
Brentford,Aston Oroszlán,1,1,True
Chelsea,Tottenham,1,4,True
West Ham,Wolverhampton,1,3,True
Nottingham,Vörös Ördögök,1,2,True
Newcastle,Brighton,2,0,False
Aston Oroszlán,Tottenham,0,1,False
Manchester Kék,Newcastle,3,2,True
Brighton,Nottingham,0,0,False
Brentford,Fulham,0,0,False
Crystal Palace,London Ágyúk,0,0,False
Wolverhampton,Liverpool,0,5,False
Vörös Ördögök,Chelsea,3,2,True
Everton,West Ham,4,1,True
Fulham,Aston Oroszlán,3,2,True
West Ham,Crystal Palace,0,1,False
Chelsea,Brighton,1,0,False
Tottenham,Vörös Ördögök,2,2,True
Liverpool,Everton,1,0,False
London Ágyúk,Brentford,1,0,False
Newcastle,Wolverhampton,3,1,True
Nottingham,Manchester Kék,1,2,True
Brighton,Tottenham,0,1,False
Brentford,West Ham,0,0,False
Aston Oroszlán,Vörös Ördögök,0,2,False
Manchester Kék,Chelsea,1,2,True
Everton,Newcastle,3,0,False
Fulham,London Ágyúk,1,2,True
Wolverhampton,Nottingham,3,0,False
Crystal Palace,Liverpool,0,0,False
West Ham,Fulham,2,1,True
Liverpool,Brentford,0,1,False
London Ágyúk,Aston Oroszlán,1,1,True
Newcastle,Crystal Palace,1,0,False
Tottenham,Manchester Kék,2,0,False
Nottingham,Everton,1,1,True
Vörös Ördögök,Brighton,1,1,True
Chelsea,Wolverhampton,2,0,False
Everton,Chelsea,1,1,True
Manchester Kék,Vörös Ördögök,4,3,True
Wolverhampton,Tottenham,2,2,True
London Ágyúk,West Ham,2,1,True
Crystal Palace,Nottingham,1,2,True
Aston Oroszlán,Brighton,2,1,True
Fulham,Liverpool,1,1,True
Brentford,Newcastle,3,1,True
Chelsea,Crystal Palace,3,0,False
West Ham,Aston Oroszlán,1,1,True
Liverpool,London Ágyúk,0,0,False
Brighton,Manchester Kék,3,2,True
Newcastle,Fulham,0,0,False
Vörös Ördögök,Wolverhampton,2,2,True
Nottingham,Brentford,1,0,False
Tottenham,Everton,1,0,False
London Ágyúk,Newcastle,2,0,False
Aston Oroszlán,Manchester Kék,3,1,True
Brentford,Chelsea,2,3,True
Everton,Vörös Ördögök,2,2,True
West Ham,Liverpool,0,4,False
Wolverhampton,Brighton,0,2,False
Crystal Palace,Tottenham,0,1,False
Fulham,Nottingham,3,1,True
Brighton,Everton,0,2,False
Chelsea,Fulham,1,0,False
Tottenham,Brentford,1,0,False
Nottingham,London Ágyúk,0,1,False
Manchester Kék,Wolverhampton,1,2,True
Liverpool,Aston Oroszlán,2,0,False
Newcastle,West Ham,2,2,True
Vörös Ördögök,Crystal Palace,2,1,True
Aston Oroszlán,Brighton,0,0,False
London Ágyúk,Manchester Kék,2,0,False
Crystal Palace,Everton,1,0,False
Fulham,Wolverhampton,3,0,False
Chelsea,Brentford,4,0,False
Nottingham,Tottenham,0,2,False
Vörös Ördögök,West Ham,3,1,True
Liverpool,Newcastle,2,4,True
Wolverhampton,Liverpool,0,3,False
Everton,Aston Oroszlán,1,0,False
Manchester Kék,Chelsea,0,2,False
Nottingham,Vörös Ördögök,0,2,False
Brighton,West Ham,2,1,True
Newcastle,Crystal Palace,2,0,False
Tottenham,London Ágyúk,2,1,True
Brentford,Fulham,0,2,False
Chelsea,Tottenham,2,3,True
Aston Oroszlán,Newcastle,2,0,False
Liverpool,Brentford,1,0,False
Vörös Ördögök,Brighton,2,1,True
London Ágyúk,Nottingham,2,0,False
Crystal Palace,Wolverhampton,0,1,False
West Ham,Everton,0,1,False
Fulham,Manchester Kék,2,2,True
Nottingham,Chelsea,0,2,False
Everton,Brighton,0,0,False
Newcastle,West Ham,4,0,False
Manchester Kék,Liverpool,2,1,True
Tottenham,Fulham,2,1,True
Brentford,Crystal Palace,1,1,True
London Ágyúk,Vörös Ördögök,2,1,True
Wolverhampton,Aston Oroszlán,1,1,True
Liverpool,Tottenham,0,0,False
Crystal Palace,Manchester Kék,0,1,False
Fulham,Nottingham,0,0,False
Vörös Ördögök,Everton,1,0,False
West Ham,Wolverhampton,0,0,False
Brighton,Newcastle,1,2,True
Chelsea,London Ágyúk,3,1,True
Aston Oroszlán,Brentford,1,0,False
London Ágyúk,Fulham,2,1,True
Nottingham,Liverpool,1,2,True
Newcastle,Everton,1,1,True
Brentford,West Ham,0,1,False
Manchester Kék,Aston Oroszlán,4,0,False
Chelsea,Vörös Ördögök,3,3,True
Wolverhampton,Brighton,2,1,True
